,ROBO_ID,OCCURRENCE,CODE,CONTENT,CLASS
2457,46,13.12.2021,E0027,Encoder data change after stop [JT5Axis],0.0
2459,46,14.12.2021,E0027,Encoder data change after stop [JT5Axis],0.0
2461,46,20.12.2021,E0027,Encoder data change after stop [JT5Axis],0.0
2468,46,12.01.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2470,46,13.01.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2472,46,18.01.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2475,46,24.01.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2480,46,31.01.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2484,46,1.02.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2488,46,10.02.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2490,46,11.02.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2492,46,14.02.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2496,46,23.02.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2498,46,2.03.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2500,46,4.03.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2581,46,24.03.2022,E0027,???????? [JT5?],0.0
2583,46,24.03.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2585,46,30.03.2022,E0027,???????? [JT5?],0.0
2587,46,30.03.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2589,46,1.04.2022,E0027,???????? [JT5?],0.0
2591,46,1.04.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2597,46,7.04.2022,E0027,???????? [JT5?],0.0
2599,46,7.04.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2601,46,13.04.2022,E0027,???????? [JT5?],0.0
2603,46,13.04.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2605,46,14.04.2022,E0027,???????? [JT5?],0.0
2607,46,14.04.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2609,46,18.04.2022,E0027,???????? [JT5?],0.0
2611,46,18.04.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2617,46,22.04.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2619,46,22.04.2022,E0027,???????? [JT5?],0.0
2627,46,12.05.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2629,46,12.05.2022,E0027,???????? [JT5?],0.0
2631,46,2.06.2022,E0027,???????? [JT5?],0.0
2633,46,2.06.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2641,46,22.06.2022,E0027,???????? [JT5?],0.0
2643,46,22.06.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2645,46,23.06.2022,E0027,???????? [JT5?],0.0
2647,46,23.06.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2651,46,18.07.2022,E0027,???????? [JT5?],0.0
2653,46,18.07.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2657,46,26.07.2022,E0027,???????? [JT5?],0.0
2659,46,26.07.2022,E0027,Encoder data change after stop [JT5Axis],0.0
2669,46,31.07.2022,E0027,???????? [JT1?],0.0
2670,46,31.07.2022,E0027,Encoder data change after stop [JT1Axis],0.0
2789,50,9.05.2021,E0027,Encoder data change after stop [JT7Axis],0.0
2795,50,9.01.2022,E0027,Encoder data change after stop [JT7Axis],0.0
2802,50,9.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
2819,51,15.05.2021,E0027,Encoder data change after stop [JT7Axis],0.0
2835,51,1.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
2840,52,9.05.2021,E0027,Encoder data change after stop [JT7Axis],0.0
2848,53,5.12.2021,E0027,Encoder data change after stop [JT7Axis],0.0
2849,53,5.12.2021,E0027,???????? [JT7?],0.0
2870,53,8.03.2022,E0027,???????? [JT7?],0.0
2871,53,8.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
2891,54,1.08.2021,E0027,Encoder data change after stop [JT1Axis],0.0
3075,59,25.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
3079,59,6.12.2021,E0027,Encoder data change after stop [JT7Axis],0.0
3080,59,7.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
3081,59,1.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
3702,92,29.11.2020,E0027,Encoder data change after stop [JT1Axis],0.0
3711,92,20.06.2021,E0027,Encoder data change after stop [JT7Axis],0.0
3819,100,7.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
3845,104,20.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
3850,105,26.09.2021,E0027,Encoder data change after stop [JT7Axis],0.0
4419,113,14.11.2021,E0027,Encoder data change after stop [JT7Axis],0.0
4492,117,17.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
4521,122,4.08.2020,E0027,Encoder data change after stop [JT7Axis],0.0
4524,122,4.12.2021,E0027,Encoder data change after stop [JT7Axis],0.0
6314,149,1.05.2021,E0027,Encoder data change after stop [JT7Axis],0.0
6318,149,1.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
6331,151,9.09.2021,E0027,Encoder data change after stop [JT7Axis],0.0
6340,152,2.10.2020,E0027,Encoder data change after stop [JT7Axis],0.0
6341,152,17.12.2020,E0027,Encoder data change after stop [JT7Axis],0.0
9973,211,2.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
9975,211,6.12.2021,E0027,Encoder data change after stop [JT7Axis],0.0
9977,212,2.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
9987,214,2.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
10051,214,23.04.2022,E0027,Encoder data change after stop [JT7Axis],0.0
10065,215,15.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
10231,232,10.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
10241,236,9.05.2021,E0027,Encoder data change after stop [JT7Axis],0.0
10255,236,7.11.2021,E0027,Encoder data change after stop [JT7Axis],0.0
11166,262,6.12.2021,E0027,Encoder data change after stop [JT7Axis],0.0
11364,267,11.07.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12387,295,8.07.2022,E0027,Encoder data change after stop [JT1Axis],0.0
12399,295,13.07.2022,E0027,Encoder data change after stop [JT1Axis],0.0
12590,301,6.07.2020,E0027,Encoder data change after stop [JT7Axis],0.0
12624,302,5.07.2020,E0027,Encoder data change after stop [JT7Axis],0.0
12627,302,13.09.2020,E0027,Encoder data change after stop [JT7Axis],0.0
12628,302,8.11.2020,E0027,Encoder data change after stop [JT7Axis],0.0
12630,302,15.11.2020,E0027,Encoder data change after stop [JT7Axis],0.0
12631,302,20.12.2020,E0027,Encoder data change after stop [JT7Axis],0.0
12633,302,1.02.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12636,302,28.02.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12639,302,14.03.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12642,302,1.05.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12645,302,12.06.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12651,302,20.06.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12654,302,4.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12658,302,10.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12661,302,21.10.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12664,302,26.01.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12671,302,10.04.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12676,302,1.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12677,302,21.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12683,302,19.06.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12684,302,11.07.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12780,306,31.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12783,307,26.05.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12792,307,25.01.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12794,307,6.02.2022,E0027,Encoder data change after stop [JT1Axis],0.0
12796,307,6.02.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12806,307,20.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12817,308,20.06.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12830,308,1.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12834,308,31.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12848,309,5.07.2020,E0027,Encoder data change after stop [JT7Axis],0.0
12860,310,20.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12866,311,26.01.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12889,311,3.04.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12892,311,16.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12901,311,23.07.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12902,312,31.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12923,312,20.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12996,313,17.09.2021,E0027,Encoder data change after stop [JT7Axis],0.0
13018,314,26.08.2021,E0027,Encoder data change after stop [JT1Axis],0.0
13111,315,9.05.2021,E0027,Encoder data change after stop [JT7Axis],0.0
13423,322,15.10.2021,E0027,Encoder data change after stop [JT7Axis],0.0
13430,322,20.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
13455,322,19.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
13462,323,5.08.2020,E0027,Encoder data change after stop [JT7Axis],0.0
13470,323,8.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
13546,328,11.08.2020,E0027,Encoder data change after stop [JT7Axis],0.0
13557,328,18.09.2021,E0027,Encoder data change after stop [JT7Axis],0.0
13788,334,6.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
14070,342,25.01.2022,E0027,Encoder data change after stop [JT7Axis],0.0
14078,346,14.11.2021,E0027,Encoder data change after stop [JT7Axis],0.0
14079,346,25.01.2022,E0027,Encoder data change after stop [JT7Axis],0.0
14081,347,4.07.2020,E0027,Encoder data change after stop [JT7Axis],0.0
14082,347,15.07.2020,E0027,Encoder data change after stop [JT7Axis],0.0
14084,347,27.12.2020,E0027,Encoder data change after stop [JT7Axis],0.0
14085,347,25.01.2022,E0027,Encoder data change after stop [JT7Axis],0.0
14116,350,4.08.2020,E0027,Encoder data change after stop [JT7Axis],0.0
14129,351,7.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
14133,352,7.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
14162,355,5.08.2020,E0027,Encoder data change after stop [JT7Axis],0.0
14343,364,23.04.2022,E0027,Encoder data change after stop [JT7Axis],0.0
2077,37,20.05.2021,E0025,Encoder Bit jump [J21Axis],0.0
2079,37,20.05.2021,E0025,????? [J21?],0.0
2154,39,5.08.2021,E0025,Encoder Bit jump [JT7Axis],0.0
4421,113,29.07.2022,E0025,Encoder Bit jump [JT8Axis],0.0
13058,314,11.07.2022,E0025,Encoder Bit jump [JT6Axis],0.0
2082,37,8.08.2021,E0052,Encoder battery charge low [J22Axis],0.0
2084,37,8.08.2021,E0052,?????  ??????? [J22?],0.0
2129,37,9.08.2021,E0052,Encoder battery charge low [J22Axis],0.0
2130,37,9.08.2021,E0052,?????  ??????? [J22?],0.0
2166,39,12.08.2021,E0052,Encoder battery charge low [JT7Axis],0.0
2508,46,6.03.2022,E0052,Encoder battery charge low [JT6Axis],0.0
2532,46,6.03.2022,E0052,?????  ??????? [JT6?],0.0
4374,113,30.10.2021,E0052,Encoder battery charge low [JT7Axis],0.0
6302,147,17.11.2021,E0052,Encoder battery charge low [JT2Axis],0.0
10023,214,20.02.2022,E0052,Encoder battery charge low [JT3Axis],0.0
11377,270,16.03.2021,E0052,Encoder battery charge low [JT3Axis],0.0
11553,277,3.04.2022,E0052,Encoder battery charge low [JT3Axis],0.0
12843,308,31.05.2022,E0052,Encoder battery charge low [JT2Axis],0.0
12888,311,27.02.2022,E0052,Encoder battery charge low [JT3Axis],0.0
12930,312,15.05.2022,E0052,Encoder battery charge low [JT6Axis],0.0
13159,315,10.03.2022,E0052,Encoder battery charge low [JT7Axis],0.0
13356,320,19.05.2022,E0052,Encoder battery charge low [JT6Axis],0.0
13357,320,20.05.2022,E0052,Encoder battery charge low [JT6Axis],0.0
13485,325,12.03.2022,E0052,Encoder battery charge low [JT7Axis],0.0
13617,329,5.03.2022,E0052,Encoder battery charge low [JT7Axis],0.0
13837,336,17.01.2022,E0052,Encoder battery charge low [JT7Axis],0.0
14136,353,14.05.2021,E0052,Encoder battery charge low [JT5Axis],0.0
14149,353,14.05.2021,E0052,Encoder battery charge low [JT2Axis],0.0
14314,359,1.02.2021,E0052,Encoder battery charge low [JT5Axis],0.0
2507,46,6.03.2022,E1100,Robot monitoring unit Encoder failure.,0.0
2531,46,6.03.2022,E1100,?????????? ???????,0.0
3740,94,28.10.2021,E1100,Robot monitoring unit Encoder failure.,0.0
3747,94,1.11.2021,E1100,Robot monitoring unit Encoder failure.,0.0
6301,147,17.11.2021,E1100,Robot monitoring unit Encoder failure.,0.0
10022,214,20.02.2022,E1100,Robot monitoring unit Encoder failure.,0.0
11376,270,16.03.2021,E1100,Robot monitoring unit Encoder failure.,0.0
11554,277,3.04.2022,E1100,Robot monitoring unit Encoder failure.,0.0
12406,297,16.12.2021,E1100,Robot monitoring unit Encoder failure.,0.0
12842,308,31.05.2022,E1100,Robot monitoring unit Encoder failure.,0.0
12887,311,27.02.2022,E1100,Robot monitoring unit Encoder failure.,0.0
12929,312,15.05.2022,E1100,Robot monitoring unit Encoder failure.,0.0
13341,320,26.02.2021,E1100,Robot monitoring unit Encoder failure.,0.0
13355,320,19.05.2022,E1100,Robot monitoring unit Encoder failure.,0.0
13358,320,20.05.2022,E1100,Robot monitoring unit Encoder failure.,0.0
13549,328,8.11.2020,E1100,Robot monitoring unit Encoder failure.,0.0
13650,330,8.11.2020,E1100,Robot monitoring unit Encoder failure.,0.0
13750,331,10.03.2022,E1100,Robot monitoring unit Encoder failure.,0.0
14135,353,14.05.2021,E1100,Robot monitoring unit Encoder failure.,0.0
14295,359,31.01.2021,E1100,Robot monitoring unit Encoder failure.,0.0
14298,359,1.02.2021,E1100,Robot monitoring unit Encoder failure.,0.0
12487,297,30.03.2022,E0030,Encoder absolute data failure [JT7Axis],0.0
13138,315,28.02.2022,E0030,Encoder absolute data failure [JT7Axis],0.0
13142,315,2.03.2022,E0030,Encoder absolute data failure [JT7Axis],0.0
13478,325,12.03.2022,E0030,Encoder absolute data failure [JT7Axis],0.0
13573,329,2.03.2022,E0030,Encoder absolute data failure [JT7Axis],0.0
13588,329,3.03.2022,E0030,Encoder absolute data failure [JT7Axis],0.0
13604,329,4.03.2022,E0030,Encoder absolute data failure [JT7Axis],0.0
14334,363,5.05.2022,E0030,Encoder absolute data failure [JT7Axis],0.0
13474,325,12.03.2022,E0036,Encoder Initialize error [JT7Axis],0.0
13579,329,2.03.2022,E0036,Encoder Initialize error [JT7Axis],0.0
13589,329,3.03.2022,E0036,Encoder Initialize error [JT7Axis],0.0
13607,329,4.03.2022,E0036,Encoder Initialize error [JT7Axis],0.0
13854,337,9.08.2021,E0036,Encoder Initialize error [JT8Axis],0.0
14296,359,31.01.2021,E0029,Encoder absolute data error [JT5Axis],0.0
14299,359,1.02.2021,E0029,Encoder absolute data error [JT5Axis],0.0
3999,111,6.02.2021,E1028,Jt 3 motor overloaded.,1.0
4009,111,6.02.2021,E1028,Jt 5 motor overloaded.,1.0
4033,111,27.06.2021,E1028,Jt 2 motor overloaded.,1.0
4340,111,2.08.2022,E1028,Jt 5 motor overloaded.,1.0
4542,125,13.07.2020,E1028,Jt 7 motor overloaded.,1.0
4658,125,28.03.2022,E1028,Jt 4 motor overloaded.,1.0
4769,126,7.05.2021,E1028,Jt 7 motor overloaded.,1.0
4772,126,18.05.2021,E1028,Jt 7 motor overloaded.,1.0
4827,126,8.06.2021,E1028,Jt 7 motor overloaded.,1.0
4835,126,21.06.2021,E1028,Jt 7 motor overloaded.,1.0
4836,126,22.06.2021,E1028,Jt 7 motor overloaded.,1.0
4841,126,25.06.2021,E1028,Jt 7 motor overloaded.,1.0
4843,126,27.06.2021,E1028,Jt 7 motor overloaded.,1.0
4844,126,29.06.2021,E1028,Jt 7 motor overloaded.,1.0
4849,126,9.07.2021,E1028,Jt 7 motor overloaded.,1.0
4856,126,28.07.2021,E1028,Jt 7 motor overloaded.,1.0
4860,126,31.07.2021,E1028,Jt 7 motor overloaded.,1.0
4861,126,17.08.2021,E1028,Jt 7 motor overloaded.,1.0
4869,126,5.09.2021,E1028,Jt 7 motor overloaded.,1.0
4887,126,26.10.2021,E1028,Jt 7 motor overloaded.,1.0
4889,126,3.11.2021,E1028,Jt 7 motor overloaded.,1.0
4893,126,6.11.2021,E1028,Jt 7 motor overloaded.,1.0
4914,126,30.11.2021,E1028,Jt 7 motor overloaded.,1.0
4923,126,9.12.2021,E1028,Jt 7 motor overloaded.,1.0
4930,126,14.12.2021,E1028,Jt 7 motor overloaded.,1.0
4961,126,18.01.2022,E1028,Jt 7 motor overloaded.,1.0
4979,126,31.01.2022,E1028,Jt 7 motor overloaded.,1.0
4980,126,4.02.2022,E1028,Jt 7 motor overloaded.,1.0
4984,126,11.02.2022,E1028,Jt 7 motor overloaded.,1.0
4991,126,14.02.2022,E1028,Jt 7 motor overloaded.,1.0
5009,126,24.02.2022,E1028,Jt 7 motor overloaded.,1.0
5018,126,4.03.2022,E1028,Jt 7 motor overloaded.,1.0
5022,126,5.03.2022,E1028,Jt 7 motor overloaded.,1.0
5026,126,16.03.2022,E1028,Jt 7 motor overloaded.,1.0
5034,126,28.03.2022,E1028,Jt 7 motor overloaded.,1.0
5035,126,31.03.2022,E1028,Jt 7 motor overloaded.,1.0
5039,126,1.04.2022,E1028,Jt 7 motor overloaded.,1.0
5041,126,2.04.2022,E1028,Jt 7 motor overloaded.,1.0
5045,126,6.04.2022,E1028,Jt 7 motor overloaded.,1.0
5053,126,27.04.2022,E1028,Jt 7 motor overloaded.,1.0
5055,126,29.04.2022,E1028,Jt 7 motor overloaded.,1.0
5057,126,30.04.2022,E1028,Jt 7 motor overloaded.,1.0
5061,126,9.05.2022,E1028,Jt 7 motor overloaded.,1.0
5065,126,25.05.2022,E1028,Jt 7 motor overloaded.,1.0
5090,126,15.06.2022,E1028,Jt 7 motor overloaded.,1.0
5093,126,18.06.2022,E1028,Jt 7 motor overloaded.,1.0
5106,126,30.06.2022,E1028,Jt 7 motor overloaded.,1.0
5138,126,20.07.2022,E1028,Jt 7 motor overloaded.,1.0
5142,126,25.07.2022,E1028,Jt 7 motor overloaded.,1.0
5154,127,2.10.2020,E1028,Jt 7 motor overloaded.,1.0
5254,127,20.09.2021,E1028,Jt 7 motor overloaded.,1.0
5272,127,2.10.2021,E1028,Jt 7 motor overloaded.,1.0
5275,127,31.10.2021,E1028,Jt 4 motor overloaded.,1.0
5353,132,21.05.2021,E1028,Jt 7 motor overloaded.,1.0
5373,132,30.06.2021,E1028,Jt 7 motor overloaded.,1.0
5376,132,17.07.2021,E1028,Jt 7 motor overloaded.,1.0
5379,132,28.07.2021,E1028,Jt 7 motor overloaded.,1.0
5380,132,17.08.2021,E1028,Jt 7 motor overloaded.,1.0
5388,132,11.10.2021,E1028,Jt 7 motor overloaded.,1.0
5395,132,28.10.2021,E1028,Jt 7 motor overloaded.,1.0
5397,132,31.10.2021,E1028,Jt 7 motor overloaded.,1.0
5401,132,19.11.2021,E1028,Jt 7 motor overloaded.,1.0
5410,132,14.12.2021,E1028,Jt 7 motor overloaded.,1.0
5411,132,15.12.2021,E1028,Jt 7 motor overloaded.,1.0
5413,132,16.12.2021,E1028,Jt 7 motor overloaded.,1.0
5415,132,17.12.2021,E1028,Jt 7 motor overloaded.,1.0
5417,132,24.12.2021,E1028,Jt 7 motor overloaded.,1.0
5426,132,30.12.2021,E1028,Jt 7 motor overloaded.,1.0
5431,132,29.01.2022,E1028,Jt 7 motor overloaded.,1.0
5432,132,10.02.2022,E1028,Jt 7 motor overloaded.,1.0
5457,132,23.06.2022,E1028,Jt 7 motor overloaded.,1.0
5463,132,30.06.2022,E1028,Jt 7 motor overloaded.,1.0
5464,132,1.07.2022,E1028,Jt 7 motor overloaded.,1.0
5489,132,29.07.2022,E1028,Jt 7 motor overloaded.,1.0
5499,133,21.07.2020,E1028,Jt 7 motor overloaded.,1.0
5502,133,18.08.2020,E1028,Jt 7 motor overloaded.,1.0
5511,133,3.09.2020,E1028,Jt 7 motor overloaded.,1.0
5519,133,18.09.2020,E1028,Jt 7 motor overloaded.,1.0
5523,133,22.09.2020,E1028,Jt 7 motor overloaded.,1.0
5525,133,23.09.2020,E1028,Jt 7 motor overloaded.,1.0
5528,133,30.09.2020,E1028,Jt 7 motor overloaded.,1.0
5531,133,3.10.2020,E1028,Jt 7 motor overloaded.,1.0
5533,133,17.10.2020,E1028,Jt 7 motor overloaded.,1.0
5542,133,8.11.2020,E1028,Jt 7 motor overloaded.,1.0
5543,133,10.11.2020,E1028,Jt 7 motor overloaded.,1.0
5547,133,20.11.2020,E1028,Jt 7 motor overloaded.,1.0
5549,133,28.11.2020,E1028,Jt 7 motor overloaded.,1.0
5552,133,10.12.2020,E1028,Jt 7 motor overloaded.,1.0
5555,133,23.12.2020,E1028,Jt 7 motor overloaded.,1.0
5573,133,8.01.2021,E1028,Jt 7 motor overloaded.,1.0
5574,133,9.01.2021,E1028,Jt 7 motor overloaded.,1.0
5576,133,12.01.2021,E1028,Jt 7 motor overloaded.,1.0
5577,133,17.01.2021,E1028,Jt 7 motor overloaded.,1.0
5580,133,28.01.2021,E1028,Jt 7 motor overloaded.,1.0
